Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
61866264,2024 Jul 20 02:08:00 AM,2024 Jul 20 08:05:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10031,,,,,WEST 153 STREET,RIVERSIDE DRIVE,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jul 20 08:05:00 AM,09 MANHATTAN,MANHATTAN,"998,166","242,655",Unspecified,MANHATTAN,,,,,,,,40.83269635,-73.94971252,POINT (-73.949712517209 40.832696349602)
61854973,2024 Jul 19 10:50:00 AM,2024 Jul 20 08:30:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,2 HORATIO STREET,HORATIO STREET,GREENWICH AVE,8 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jul 20 08:30:00 AM,02 MANHATTAN,MANHATTAN,"983,556","208,424",Unspecified,MANHATTAN,,,,,,,,40.73875234,-74.00250433,POINT (-74.002504333409 40.738752338492)
61841880,2024 Jul 18 10:44:00 AM,2024 Jul 18 12:45:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10039,2966 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,MACOMBS DAM BRDG,HARLEM RIVER DR,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Jul 18 12:45:00 PM,10 MANHATTAN,MANHATTAN,"1,001,817","241,741",Unspecified,MANHATTAN,,,,,,,,40.83018118,-73.9365215,POINT (-73.936521497193 40.830181175289)
61792141,2024 Jul 13 07:59:00 AM,2024 Jul 13 09:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10022,2 EAST   55 STREET,EAST   55 STREET,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Jul 13 09:45:00 AM,05 MANHATTAN,MANHATTAN,"991,264","216,734",Unspecified,MANHATTAN,,,,,,,,40.76155844,-73.97468097,POINT (-73.97468096651 40.76155843604)
61782661,2024 Jul 12 04:47:00 PM,2024 Jul 12 05:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,790 7 AVENUE,7 AVENUE,W 51 ST,W 52 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jul 12 05:40:00 PM,05 MANHATTAN,MANHATTAN,"989,067","216,896",Unspecified,MANHATTAN,,,,,,,,40.76200455,-73.98261155,POINT (-73.982611548286 40.762004554383)
61776356,2024 Jul 11 02:56:00 PM,2024 Jul 11 03:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,,,,,EAST 77 STREET,LEXINGTON AVENUE,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Jul 11 03:10:00 PM,08 MANHATTAN,MANHATTAN,"995,369","221,138",Unspecified,MANHATTAN,,,,,,,,40.77364206,-73.95985551,POINT (-73.959855514318 40.773642062794)
61750457,2024 Jul 09 03:26:00 PM,2024 Jul 09 05:35:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10040,4452 BROADWAY,BROADWAY,W 190 ST,FAIRVIEW AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jul 09 05:35:00 PM,12 MANHATTAN,MANHATTAN,"1,002,858","251,342",Unspecified,MANHATTAN,,,,,,,,40.85653097,-73.9327332,POINT (-73.932733195012 40.856530969979)
61743906,2024 Jul 08 08:11:00 AM,2024 Jul 08 01:50:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10026,,,,,ADAM CLAYTON POWELL BOULEVARD,WEST 119 STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Jul 08 01:50:00 PM,10 MANHATTAN,MANHATTAN,"997,784","232,620",Unspecified,MANHATTAN,,,,,,,,40.8051537,-73.95111317,POINT (-73.951113167129 40.805153697119)
61729000,2024 Jul 07 07:05:00 PM,2024 Jul 08 11:45:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,1 EAST END AVENUE,EAST END AVENUE,E 79 ST,E 80 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Jul 08 11:45:00 AM,08 MANHATTAN,MANHATTAN,"998,656","219,992",Unspecified,MANHATTAN,,,,,,,,40.77049185,-73.94799046,POINT (-73.947990456144 40.770491846934)
61724455,2024 Jul 06 01:17:00 PM,2024 Jul 06 06:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10003,890 BROADWAY,BROADWAY,E 19 ST,E 20 ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,2024 Jul 06 06:40:00 PM,05 MANHATTAN,MANHATTAN,"987,046","208,370",Unspecified,MANHATTAN,,,,,,,,40.73860371,-73.98991052,POINT (-73.98991051786 40.738603707143)
61709979,2024 Jul 05 08:32:00 PM,2024 Jul 05 10:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10039,700 LENOX AVENUE,LENOX AVENUE,W 145 ST,W 146 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jul 05 10:00:00 PM,10 MANHATTAN,MANHATTAN,"1,001,924","238,226",Unspecified,MANHATTAN,,,,,,,,40.82053329,-73.93614411,POINT (-73.936144110944 40.820533288942)
61694518,2024 Jul 03 09:50:00 AM,2024 Jul 03 02:05:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10065,1213 2 AVENUE,2 AVENUE,E 63 ST,E 64 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jul 03 02:05:00 PM,08 MANHATTAN,MANHATTAN,"994,709","217,443",Unspecified,MANHATTAN,,,,,,,,40.76350105,-73.96224415,POINT (-73.962244154618 40.763501054185)
61673398,2024 Jul 02 08:44:00 AM,2024 Jul 02 01:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,,,,,EAST 77 STREET,LEXINGTON AVENUE,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jul 02 01:30:00 PM,08 MANHATTAN,MANHATTAN,"995,369","221,138",Unspecified,MANHATTAN,,,,,,,,40.77364206,-73.95985551,POINT (-73.959855514318 40.773642062794)
61671950,2024 Jul 01 06:56:00 PM,2024 Jul 01 08:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,330 WEST   56 STREET,WEST   56 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Jul 01 08:30:00 PM,04 MANHATTAN,MANHATTAN,"988,570","218,524",Unspecified,MANHATTAN,,,,,,,,40.76647325,-73.98440458,POINT (-73.984404577227 40.766473251085)
61671952,2024 Jul 01 02:08:00 PM,2024 Jul 01 06:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10022,166 EAST   56 STREET,EAST   56 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Jul 01 06:40:00 PM,06 MANHATTAN,MANHATTAN,"992,872","216,140",Unspecified,MANHATTAN,,,,,,,,40.75992664,-73.96887719,POINT (-73.968877194156 40.759926636645)
61667561,2024 Jul 01 09:08:00 AM,2024 Jul 01 01:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,345 WEST   14 STREET,WEST   14 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Jul 01 01:15:00 PM,04 MANHATTAN,MANHATTAN,"983,000","209,097",Unspecified,MANHATTAN,,,,,,,,40.7405995,-74.00451081,POINT (-74.004510812031 40.740599495278)
61653610,2024 Jun 30 05:59:00 PM,2024 Jun 30 10:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10038,333 PEARL STREET,PEARL STREET,PECK SLIP,FDR DRIVE EXIT 2 NB,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Jun 30 10:00:00 PM,01 MANHATTAN,MANHATTAN,"983,691","197,676",Unspecified,MANHATTAN,,,,,,,,40.70925169,-74.00201629,POINT (-74.002016286481 40.709251693311)
61647506,2024 Jun 29 10:14:00 AM,2024 Jun 29 12:20:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,,,,,EAST 77 STREET,LEXINGTON AVENUE,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jun 29 12:20:00 PM,08 MANHATTAN,MANHATTAN,"995,369","221,138",Unspecified,MANHATTAN,,,,,,,,40.77364206,-73.95985551,POINT (-73.959855514318 40.773642062794)
61634667,2024 Jun 28 11:05:00 AM,2024 Jun 28 11:17:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,345 WEST   14 STREET,WEST   14 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2024 Jun 28 11:17:00 AM,04 MANHATTAN,MANHATTAN,"983,000","209,097",Unspecified,MANHATTAN,,,,,,,,40.7405995,-74.00451081,POINT (-74.004510812031 40.740599495278)
61615018,2024 Jun 26 08:14:00 AM,2024 Jun 26 12:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10024,101 WEST   90 STREET,WEST   90 STREET,COLUMBUS AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Jun 26 12:30:00 PM,07 MANHATTAN,MANHATTAN,"992,451","226,767",Unspecified,MANHATTAN,,,,,,,,40.78909536,-73.97038391,POINT (-73.970383907025 40.789095363544)
61575974,2024 Jun 23 12:41:00 PM,2024 Jun 23 01:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10037,,,,,WEST 130 STREET,5 AVENUE,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jun 23 01:30:00 PM,10 MANHATTAN,MANHATTAN,"1,000,874","234,235",Unspecified,MANHATTAN,,,,,,,,40.80958115,-73.93994763,POINT (-73.93994762875 40.809581151302)
61562233,2024 Jun 21 07:17:00 PM,2024 Jun 21 07:17:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10040,81 ARDEN STREET,ARDEN STREET,SHERMAN AVE,DONGAN PL,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Jun 21 07:17:00 PM,12 MANHATTAN,MANHATTAN,"1,004,139","253,868",Unspecified,MANHATTAN,,,,,,,,40.86346129,-73.92809496,POINT (-73.928094963238 40.863461285227)
61539233,2024 Jun 19 06:23:00 PM,2024 Jun 19 06:23:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10040,WEST  188 STREET,WEST  188 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,,,BLOCKFACE,MANHATTAN,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Jun 19 06:15:00 PM,12 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
61535557,2024 Jun 19 04:44:00 PM,2024 Jun 19 05:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10033,111 WADSWORTH AVENUE,WADSWORTH AVENUE,CROSS BRONX EXPY,W 179 ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Jun 19 05:25:00 PM,12 MANHATTAN,MANHATTAN,"1,001,918","248,309",Unspecified,MANHATTAN,,,,,,,,40.84820822,-73.93613923,POINT (-73.936139230586 40.848208219207)
61496679,2024 Jun 16 09:17:00 AM,2024 Jun 16 11:52:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10022,10 EAST   53 STREET,EAST   53 STREET,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Jun 16 11:52:00 AM,05 MANHATTAN,MANHATTAN,"991,136","216,210",Unspecified,MANHATTAN,,,,,,,,40.76012029,-73.97514356,POINT (-73.975143555729 40.760120291197)
61465885,2024 Jun 13 04:05:00 PM,2024 Jun 13 05:10:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  104 STREET,WEST  105 STREET,,,BLOCKFACE,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jun 13 05:10:00 PM,07 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
61470000,2024 Jun 13 03:11:00 PM,2024 Jun 13 04:55:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,,,,,DELANCY STREET,PITT STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jun 13 04:55:00 PM,03 MANHATTAN,MANHATTAN,"988,903","200,472",Unspecified,MANHATTAN,,,,,,,,40.71692484,-73.98321492,POINT (-73.983214917478 40.716924840928)
61453409,2024 Jun 12 06:17:00 PM,2024 Jun 12 06:25:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10014,26 BEDFORD STREET,BEDFORD STREET,DOWNING ST,CARMINE ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Jun 12 06:25:00 PM,02 MANHATTAN,MANHATTAN,"983,208","205,069",Unspecified,MANHATTAN,,,,,,,,40.72954366,-74.00375959,POINT (-74.003759589054 40.729543655297)
61390632,2024 Jun 06 04:17:00 PM,2024 Jun 06 06:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10128,1246 MADISON AVENUE,MADISON AVENUE,E 89 ST,E 90 ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 Jun 06 06:15:00 PM,08 MANHATTAN,MANHATTAN,"996,110","224,592",Unspecified,MANHATTAN,,,,,,,,40.78312142,-73.95717408,POINT (-73.957174081714 40.783121417229)
61356721,2024 Jun 03 11:44:00 AM,2024 Jun 03 12:02:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10032,,,,,AMSTERDAM AVENUE,WEST 156 STREET,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 Jun 03 12:02:00 PM,12 MANHATTAN,MANHATTAN,"1,000,162","242,490",Unspecified,MANHATTAN,,,,,,,,40.8322401,-73.94250008,POINT (-73.942500075266 40.832240101564)
61343573,2024 Jun 02 03:32:00 PM,2024 Jun 02 04:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10002,62 MONROE STREET,MONROE STREET,MARKET ST,MECHANICS ALLY,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 Jun 02 04:40:00 PM,03 MANHATTAN,MANHATTAN,"986,037","198,550",Unspecified,MANHATTAN,,,,,,,,40.71165045,-73.99355414,POINT (-73.993554143809 40.71165045302)
61322924,2024 May 31 08:26:00 AM,2024 May 31 08:26:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,310 WEST   52 STREET,WEST   52 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 May 31 08:26:00 AM,04 MANHATTAN,MANHATTAN,"988,217","217,528",Unspecified,MANHATTAN,,,,,,,,40.76373965,-73.98567951,POINT (-73.985679513221 40.763739653903)
61310794,2024 May 30 02:56:00 PM,2024 May 30 03:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,334 WEST   46 STREET,WEST   46 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 May 30 03:30:00 PM,04 MANHATTAN,MANHATTAN,"987,285","216,258",Unspecified,MANHATTAN,,,,,,,,40.7602542,-73.98904452,POINT (-73.989044516525 40.760254199529)
61317457,2024 May 30 10:14:00 AM,2024 May 30 02:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10031,761 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,W 148 ST,W 149 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 May 30 02:15:00 PM,09 MANHATTAN,MANHATTAN,"999,946","240,270",Unspecified,MANHATTAN,,,,,,,,40.82614722,-73.94328581,POINT (-73.943285810949 40.82614722456)
61317458,2024 May 30 09:11:00 AM,2024 May 30 01:55:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10021,150 EAST   72 STREET,EAST   72 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 May 30 01:55:00 PM,08 MANHATTAN,MANHATTAN,"994,817","219,907",Unspecified,MANHATTAN,,,,,,,,40.77026397,-73.96185041,POINT (-73.961850412714 40.770263966721)
61316172,2024 May 30 08:11:00 AM,2024 May 30 08:11:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,310 WEST   52 STREET,WEST   52 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 May 30 08:11:00 AM,04 MANHATTAN,MANHATTAN,"988,217","217,528",Unspecified,MANHATTAN,,,,,,,,40.76373965,-73.98567951,POINT (-73.985679513221 40.763739653903)
61303963,2024 May 29 10:38:00 PM,2024 May 30 08:40:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10033,90 LAUREL HILL TERRACE,LAUREL HILL TERRACE,WASHINGTON BR PED AND BIKE PATH,W 186 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 May 30 08:40:00 AM,12 MANHATTAN,MANHATTAN,"1,004,209","249,069",Unspecified,MANHATTAN,,,,,,,,40.85028931,-73.92785618,POINT (-73.927856180303 40.850289312482)
61306740,2024 May 29 08:23:00 PM,2024 May 30 09:15:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10025,36 WEST   96 STREET,WEST   96 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 May 30 09:15:00 AM,07 MANHATTAN,MANHATTAN,"993,747","227,855",Unspecified,MANHATTAN,,,,,,,,40.79208033,-73.96570215,POINT (-73.965702152461 40.792080332966)
61308067,2024 May 29 08:53:00 AM,2024 May 29 08:58:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10075,,,,,EAST 80 STREET,EAST END AVENUE,INTERSECTION,MANHATTAN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 May 29 08:58:00 AM,08 MANHATTAN,MANHATTAN,"998,769","220,206",Unspecified,MANHATTAN,,,,,,,,40.77107904,-73.94758203,POINT (-73.947582033455 40.77107903617)
61303962,2024 May 29 07:50:00 AM,2024 May 29 07:50:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,310 WEST   52 STREET,WEST   52 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 May 29 07:50:00 AM,04 MANHATTAN,MANHATTAN,"988,217","217,528",Unspecified,MANHATTAN,,,,,,,,40.76373965,-73.98567951,POINT (-73.985679513221 40.763739653903)
61292896,2024 May 28 10:11:00 AM,2024 May 28 11:35:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10036,3 TIMES SQUARE,TIMES SQUARE,W 42 ST,W 43 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 May 28 11:35:00 AM,05 MANHATTAN,MANHATTAN,"987,931","214,845",Unspecified,MANHATTAN,,,,,,,,40.75637563,-73.98671341,POINT (-73.986713414635 40.756375630414)
61291418,2024 May 28 08:11:00 AM,2024 May 28 08:11:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,310 WEST   52 STREET,WEST   52 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 May 28 08:11:00 AM,04 MANHATTAN,MANHATTAN,"988,217","217,528",Unspecified,MANHATTAN,,,,,,,,40.76373965,-73.98567951,POINT (-73.985679513221 40.763739653903)
61285983,2024 May 27 08:56:00 PM,2024 May 27 09:40:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10040,4525 BROADWAY,BROADWAY,W 193 ST,HILLSIDE AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2024 May 27 09:40:00 PM,12 MANHATTAN,MANHATTAN,"1,003,168","252,133",Unspecified,MANHATTAN,,,,,,,,40.85870137,-73.93161033,POINT (-73.931610331611 40.858701368561)
61252637,2024 May 24 10:11:00 AM,2024 May 24 12:15:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10039,,,,,WEST 155 STREET,FREDERICK DOUGLASS BOULEVARD,INTERSECTION,MANHATTAN,,,Closed,,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2024 May 24 12:15:00 PM,10 MANHATTAN,MANHATTAN,"1,001,611","241,370",Unspecified,MANHATTAN,,,,,,,,40.82916329,-73.93726684,POINT (-73.937266839761 40.829163294114)
61260816,2024 May 24 09:02:00 AM,2024 May 24 09:02:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,310 WEST   52 STREET,WEST   52 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 May 24 09:02:00 AM,04 MANHATTAN,MANHATTAN,"988,217","217,528",Unspecified,MANHATTAN,,,,,,,,40.76373965,-73.98567951,POINT (-73.985679513221 40.763739653903)
61246104,2024 May 23 02:53:00 PM,2024 May 23 03:00:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10019,242 WEST   53 STREET,WEST   53 STREET,BROADWAY,8 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024 May 23 03:00:00 PM,05 MANHATTAN,MANHATTAN,"988,738","217,538",Unspecified,MANHATTAN,,,,,,,,40.76376685,-73.98379875,POINT (-73.983798746915 40.763766852193)
